# Dates, Infections, Hospitalizations, Deaths, Mean_rt
2021-01-09,2207309.43397899,331004.0,4227.765480128692,1.0873160443123353
2021-01-10,2237824.7966978177,339472.0,4347.7112870748915,1.082173704655183
2021-01-11,2266437.0763136605,348090.0,4470.868761818592,1.0769200448756042
2021-01-12,2292902.7262457255,356851.0,4597.2542167797965,1.0715577415852322
2021-01-13,2317117.665842278,365746.0,4726.876052983701,1.0660900901200625
2021-01-14,2339010.258964188,374738.0,4859.733825562462,1.0605210683733295
2021-01-15,2358481.244566195,383765.0,4995.81726371926,1.0548549884502767
2021-01-16,2375401.056431136,392809.0,5135.105254015669,1.0490964224917338
2021-01-17,2389631.9583001775,401850.0,5277.541756340236,1.0432502868960094
2021-01-18,2401069.0272017154,410857.0,5422.996984750552,1.0373219368362652
2021-01-19,2409637.981998731,419790.0,5571.273991283572,1.031317204615775
2021-01-20,2415276.0685489983,428604.0,5722.110241125766,1.025242328425531
2021-01-21,2417924.3290978414,437255.0,5875.196777664544,1.019103884793914
2021-01-22,2417529.334568186,445705.0,6030.228299112038,1.01290877121346
2021-01-23,2414053.8792818068,453910.0,6186.897564806869,1.006664209390461
2021-01-24,2407481.625581221,461825.0,6344.840862156909,1.0003777435733565
2021-01-25,2397814.5694002905,469429.0,6503.643292965106,0.9940572085612496
2021-01-26,2385069.6530660866,476725.0,6662.851654216907,0.9877106830157031
2021-01-27,2369277.514693303,483669.0,6822.012277293641,0.9813464476750725
2021-01-28,2350484.083513984,490220.0,6980.685883973432,0.9749729510205914
2021-01-29,2328752.148318784,496343.0,7138.391417919783,0.9685987765112448
2021-01-30,2304161.0651047123,502012.0,7294.607460669252,0.9622326031669229
2021-01-31,2276805.332647109,507206.0,7448.7805560229335,0.9558831592332552
2021-02-01,2246793.11578215,511896.0,7600.386195838709,0.9495591744288365
2021-02-02,2215020.3416680135,516055.0,7748.965481719894,0.9435994767661134
2021-02-03,2180820.923605878,519657.0,7894.024874762949,0.9376782569968338
2021-02-04,2144367.5191683536,522679.0,8035.043914564767,0.9318017017832347
2021-02-05,2105846.3572566235,525102.0,8171.489686853451,0.9259781754452368
2021-02-06,2065488.8180233876,526909.0,8302.837727277789,0.9202165889630793
2021-02-07,2023529.8302170448,528086.0,8428.581808987086,0.9145246514699548
2021-02-08,1980071.8332690408,528617.0,8548.222487246956,0.9089095970993089
2021-02-09,1935236.408535088,528495.0,8661.262727732154,0.9033781507151384
2021-02-10,1889192.9149821862,527712.0,8767.211902276702,0.8979369612464089
2021-02-11,1842114.5178610738,526266.0,8865.59394542591,0.8925925330056828
2021-02-12,1794195.7047971198,524156.0,8955.956690746994,0.8873509029738424
2021-02-13,1745601.9731022762,521387.0,9037.873240385989,0.8822176231344703
2021-02-14,1696486.301214257,517964.0,9110.942329951191,0.8771977223702629
